DateID,Date,DayofWeek,Month,Quarter,Year,Isweekend
20140903,2014-09-03,2,9,3,2014,False
20140904,2014-09-04,3,9,3,2014,False
20140905,2014-09-05,4,9,3,2014,False
20140906,2014-09-06,5,9,3,2014,True
20140907,2014-09-07,6,9,3,2014,True
20140908,2014-09-08,0,9,3,2014,False
20140909,2014-09-09,1,9,3,2014,False
20140910,2014-09-10,2,9,3,2014,False
20140911,2014-09-11,3,9,3,2014,False
20140912,2014-09-12,4,9,3,2014,False
20140913,2014-09-13,5,9,3,2014,True
20140914,2014-09-14,6,9,3,2014,True
20140915,2014-09-15,0,9,3,2014,False
20140916,2014-09-16,1,9,3,2014,False
20140917,2014-09-17,2,9,3,2014,False
20140918,2014-09-18,3,9,3,2014,False
20140919,2014-09-19,4,9,3,2014,False
20140920,2014-09-20,5,9,3,2014,True
20140921,2014-09-21,6,9,3,2014,True
20140922,2014-09-22,0,9,3,2014,False
20140923,2014-09-23,1,9,3,2014,False
20140924,2014-09-24,2,9,3,2014,False
20140925,2014-09-25,3,9,3,2014,False
20140926,2014-09-26,4,9,3,2014,False
20140927,2014-09-27,5,9,3,2014,True
20140928,2014-09-28,6,9,3,2014,True
20140929,2014-09-29,0,9,3,2014,False
20140930,2014-09-30,1,9,3,2014,False
20141001,2014-10-01,2,10,4,2014,False
20141002,2014-10-02,3,10,4,2014,False
20141003,2014-10-03,4,10,4,2014,False
20141004,2014-10-04,5,10,4,2014,True
20141005,2014-10-05,6,10,4,2014,True
20141006,2014-10-06,0,10,4,2014,False
20141007,2014-10-07,1,10,4,2014,False
20141008,2014-10-08,2,10,4,2014,False
20141009,2014-10-09,3,10,4,2014,False
20141010,2014-10-10,4,10,4,2014,False
20141011,2014-10-11,5,10,4,2014,True
20141012,2014-10-12,6,10,4,2014,True
20141013,2014-10-13,0,10,4,2014,False
20141014,2014-10-14,1,10,4,2014,False
20141015,2014-10-15,2,10,4,2014,False
20141016,2014-10-16,3,10,4,2014,False
20141017,2014-10-17,4,10,4,2014,False
20141018,2014-10-18,5,10,4,2014,True
20141019,2014-10-19,6,10,4,2014,True
20141020,2014-10-20,0,10,4,2014,False
20141021,2014-10-21,1,10,4,2014,False
20141022,2014-10-22,2,10,4,2014,False
20141023,2014-10-23,3,10,4,2014,False
20141024,2014-10-24,4,10,4,2014,False
20141025,2014-10-25,5,10,4,2014,True
20141026,2014-10-26,6,10,4,2014,True
20141027,2014-10-27,0,10,4,2014,False
20141028,2014-10-28,1,10,4,2014,False
20141029,2014-10-29,2,10,4,2014,False
20141030,2014-10-30,3,10,4,2014,False
20141031,2014-10-31,4,10,4,2014,False
20141101,2014-11-01,5,11,4,2014,True
20141102,2014-11-02,6,11,4,2014,True
20141103,2014-11-03,0,11,4,2014,False
20141104,2014-11-04,1,11,4,2014,False
20141105,2014-11-05,2,11,4,2014,False
20141106,2014-11-06,3,11,4,2014,False
20141107,2014-11-07,4,11,4,2014,False
20141108,2014-11-08,5,11,4,2014,True
20141109,2014-11-09,6,11,4,2014,True
20141110,2014-11-10,0,11,4,2014,False
20141111,2014-11-11,1,11,4,2014,False
20141112,2014-11-12,2,11,4,2014,False
20141113,2014-11-13,3,11,4,2014,False
20141114,2014-11-14,4,11,4,2014,False
20141115,2014-11-15,5,11,4,2014,True
20141116,2014-11-16,6,11,4,2014,True
20141117,2014-11-17,0,11,4,2014,False
20141118,2014-11-18,1,11,4,2014,False
20141119,2014-11-19,2,11,4,2014,False
20141120,2014-11-20,3,11,4,2014,False
20141121,2014-11-21,4,11,4,2014,False
20141122,2014-11-22,5,11,4,2014,True
20141123,2014-11-23,6,11,4,2014,True
20141124,2014-11-24,0,11,4,2014,False
20141125,2014-11-25,1,11,4,2014,False
20141126,2014-11-26,2,11,4,2014,False
20141127,2014-11-27,3,11,4,2014,False
20141128,2014-11-28,4,11,4,2014,False
20141129,2014-11-29,5,11,4,2014,True
20141130,2014-11-30,6,11,4,2014,True
20141201,2014-12-01,0,12,4,2014,False
20141202,2014-12-02,1,12,4,2014,False
20141203,2014-12-03,2,12,4,2014,False
20141204,2014-12-04,3,12,4,2014,False
20141205,2014-12-05,4,12,4,2014,False
20141206,2014-12-06,5,12,4,2014,True
20141207,2014-12-07,6,12,4,2014,True
20141208,2014-12-08,0,12,4,2014,False
20141209,2014-12-09,1,12,4,2014,False
20141210,2014-12-10,2,12,4,2014,False
20141211,2014-12-11,3,12,4,2014,False
20141212,2014-12-12,4,12,4,2014,False
20141213,2014-12-13,5,12,4,2014,True
20141214,2014-12-14,6,12,4,2014,True
20141215,2014-12-15,0,12,4,2014,False
20141216,2014-12-16,1,12,4,2014,False
20141217,2014-12-17,2,12,4,2014,False
20141218,2014-12-18,3,12,4,2014,False
20141219,2014-12-19,4,12,4,2014,False
20141220,2014-12-20,5,12,4,2014,True
20141221,2014-12-21,6,12,4,2014,True
20141222,2014-12-22,0,12,4,2014,False
20141223,2014-12-23,1,12,4,2014,False
20141224,2014-12-24,2,12,4,2014,False
20141225,2014-12-25,3,12,4,2014,False
20141226,2014-12-26,4,12,4,2014,False
20141227,2014-12-27,5,12,4,2014,True
20141228,2014-12-28,6,12,4,2014,True
20141229,2014-12-29,0,12,4,2014,False
20141230,2014-12-30,1,12,4,2014,False
20141231,2014-12-31,2,12,4,2014,False
20150101,2015-01-01,3,1,1,2015,False
20150102,2015-01-02,4,1,1,2015,False
20150103,2015-01-03,5,1,1,2015,True
20150104,2015-01-04,6,1,1,2015,True
20150105,2015-01-05,0,1,1,2015,False
20150106,2015-01-06,1,1,1,2015,False
20150107,2015-01-07,2,1,1,2015,False
20150108,2015-01-08,3,1,1,2015,False
20150109,2015-01-09,4,1,1,2015,False
20150110,2015-01-10,5,1,1,2015,True
20150111,2015-01-11,6,1,1,2015,True
20150112,2015-01-12,0,1,1,2015,False
20150113,2015-01-13,1,1,1,2015,False
20150114,2015-01-14,2,1,1,2015,False
20150115,2015-01-15,3,1,1,2015,False
20150116,2015-01-16,4,1,1,2015,False
20150117,2015-01-17,5,1,1,2015,True
20150118,2015-01-18,6,1,1,2015,True
20150119,2015-01-19,0,1,1,2015,False
20150120,2015-01-20,1,1,1,2015,False
20150121,2015-01-21,2,1,1,2015,False
20150122,2015-01-22,3,1,1,2015,False
20150123,2015-01-23,4,1,1,2015,False
20150124,2015-01-24,5,1,1,2015,True
20150125,2015-01-25,6,1,1,2015,True
20150126,2015-01-26,0,1,1,2015,False
20150127,2015-01-27,1,1,1,2015,False
20150128,2015-01-28,2,1,1,2015,False
20150129,2015-01-29,3,1,1,2015,False
20150130,2015-01-30,4,1,1,2015,False
20150131,2015-01-31,5,1,1,2015,True
20150201,2015-02-01,6,2,1,2015,True
20150202,2015-02-02,0,2,1,2015,False
20150203,2015-02-03,1,2,1,2015,False
20150204,2015-02-04,2,2,1,2015,False
20150205,2015-02-05,3,2,1,2015,False
20150206,2015-02-06,4,2,1,2015,False
20150207,2015-02-07,5,2,1,2015,True
20150208,2015-02-08,6,2,1,2015,True
20150209,2015-02-09,0,2,1,2015,False
20150210,2015-02-10,1,2,1,2015,False
20150211,2015-02-11,2,2,1,2015,False
20150212,2015-02-12,3,2,1,2015,False
20150213,2015-02-13,4,2,1,2015,False
20150214,2015-02-14,5,2,1,2015,True
20150215,2015-02-15,6,2,1,2015,True
20150216,2015-02-16,0,2,1,2015,False
20150217,2015-02-17,1,2,1,2015,False
20150218,2015-02-18,2,2,1,2015,False
20150219,2015-02-19,3,2,1,2015,False
20150220,2015-02-20,4,2,1,2015,False
20150221,2015-02-21,5,2,1,2015,True
20150222,2015-02-22,6,2,1,2015,True
20150223,2015-02-23,0,2,1,2015,False
20150224,2015-02-24,1,2,1,2015,False
20150225,2015-02-25,2,2,1,2015,False
20150226,2015-02-26,3,2,1,2015,False
20150227,2015-02-27,4,2,1,2015,False
20150228,2015-02-28,5,2,1,2015,True
20150301,2015-03-01,6,3,1,2015,True
20150302,2015-03-02,0,3,1,2015,False
20150303,2015-03-03,1,3,1,2015,False
20150304,2015-03-04,2,3,1,2015,False
20150305,2015-03-05,3,3,1,2015,False
20150306,2015-03-06,4,3,1,2015,False
20150307,2015-03-07,5,3,1,2015,True
20150308,2015-03-08,6,3,1,2015,True
20150309,2015-03-09,0,3,1,2015,False
20150310,2015-03-10,1,3,1,2015,False
20150311,2015-03-11,2,3,1,2015,False
20150312,2015-03-12,3,3,1,2015,False
20150313,2015-03-13,4,3,1,2015,False
20150314,2015-03-14,5,3,1,2015,True
20150315,2015-03-15,6,3,1,2015,True
20150316,2015-03-16,0,3,1,2015,False
20150317,2015-03-17,1,3,1,2015,False
20150318,2015-03-18,2,3,1,2015,False
20150319,2015-03-19,3,3,1,2015,False
20150320,2015-03-20,4,3,1,2015,False
20150321,2015-03-21,5,3,1,2015,True
20150322,2015-03-22,6,3,1,2015,True
20150323,2015-03-23,0,3,1,2015,False
20150324,2015-03-24,1,3,1,2015,False
20150325,2015-03-25,2,3,1,2015,False
20150326,2015-03-26,3,3,1,2015,False
20150327,2015-03-27,4,3,1,2015,False
20150328,2015-03-28,5,3,1,2015,True
20150329,2015-03-29,6,3,1,2015,True
20150330,2015-03-30,0,3,1,2015,False
20150331,2015-03-31,1,3,1,2015,False
20150401,2015-04-01,2,4,2,2015,False
20150402,2015-04-02,3,4,2,2015,False
20150403,2015-04-03,4,4,2,2015,False
20150404,2015-04-04,5,4,2,2015,True
20150405,2015-04-05,6,4,2,2015,True
20150406,2015-04-06,0,4,2,2015,False
20150407,2015-04-07,1,4,2,2015,False
20150408,2015-04-08,2,4,2,2015,False
20150409,2015-04-09,3,4,2,2015,False
20150410,2015-04-10,4,4,2,2015,False
20150411,2015-04-11,5,4,2,2015,True
20150412,2015-04-12,6,4,2,2015,True
20150413,2015-04-13,0,4,2,2015,False
20150414,2015-04-14,1,4,2,2015,False
20150415,2015-04-15,2,4,2,2015,False
20150416,2015-04-16,3,4,2,2015,False
20150417,2015-04-17,4,4,2,2015,False
20150418,2015-04-18,5,4,2,2015,True
20150419,2015-04-19,6,4,2,2015,True
20150420,2015-04-20,0,4,2,2015,False
20150421,2015-04-21,1,4,2,2015,False
20150422,2015-04-22,2,4,2,2015,False
20150423,2015-04-23,3,4,2,2015,False
20150424,2015-04-24,4,4,2,2015,False
20150425,2015-04-25,5,4,2,2015,True
20150426,2015-04-26,6,4,2,2015,True
20150427,2015-04-27,0,4,2,2015,False
20150428,2015-04-28,1,4,2,2015,False
20150429,2015-04-29,2,4,2,2015,False
20150430,2015-04-30,3,4,2,2015,False
20150501,2015-05-01,4,5,2,2015,False
20150502,2015-05-02,5,5,2,2015,True
20150503,2015-05-03,6,5,2,2015,True
20150504,2015-05-04,0,5,2,2015,False
20150505,2015-05-05,1,5,2,2015,False
20150506,2015-05-06,2,5,2,2015,False
20150507,2015-05-07,3,5,2,2015,False
20150508,2015-05-08,4,5,2,2015,False
20150509,2015-05-09,5,5,2,2015,True
20150510,2015-05-10,6,5,2,2015,True
20150511,2015-05-11,0,5,2,2015,False
20150512,2015-05-12,1,5,2,2015,False
20150513,2015-05-13,2,5,2,2015,False
20150514,2015-05-14,3,5,2,2015,False
20150515,2015-05-15,4,5,2,2015,False
20150516,2015-05-16,5,5,2,2015,True
20150517,2015-05-17,6,5,2,2015,True
20150518,2015-05-18,0,5,2,2015,False
20150519,2015-05-19,1,5,2,2015,False
20150520,2015-05-20,2,5,2,2015,False
20150521,2015-05-21,3,5,2,2015,False
20150522,2015-05-22,4,5,2,2015,False
20150523,2015-05-23,5,5,2,2015,True
20150524,2015-05-24,6,5,2,2015,True
20150525,2015-05-25,0,5,2,2015,False
20150526,2015-05-26,1,5,2,2015,False
20150527,2015-05-27,2,5,2,2015,False
20150528,2015-05-28,3,5,2,2015,False
20150529,2015-05-29,4,5,2,2015,False
20150530,2015-05-30,5,5,2,2015,True
20150531,2015-05-31,6,5,2,2015,True
20150601,2015-06-01,0,6,2,2015,False
20150602,2015-06-02,1,6,2,2015,False
20150603,2015-06-03,2,6,2,2015,False
20150604,2015-06-04,3,6,2,2015,False
20150605,2015-06-05,4,6,2,2015,False
20150606,2015-06-06,5,6,2,2015,True
20150607,2015-06-07,6,6,2,2015,True
20150608,2015-06-08,0,6,2,2015,False
20150609,2015-06-09,1,6,2,2015,False
20150610,2015-06-10,2,6,2,2015,False
20150611,2015-06-11,3,6,2,2015,False
20150612,2015-06-12,4,6,2,2015,False
20150613,2015-06-13,5,6,2,2015,True
20150614,2015-06-14,6,6,2,2015,True
20150615,2015-06-15,0,6,2,2015,False
20150616,2015-06-16,1,6,2,2015,False
20150617,2015-06-17,2,6,2,2015,False
20150618,2015-06-18,3,6,2,2015,False
20150619,2015-06-19,4,6,2,2015,False
20150620,2015-06-20,5,6,2,2015,True
20150621,2015-06-21,6,6,2,2015,True
20150622,2015-06-22,0,6,2,2015,False
20150623,2015-06-23,1,6,2,2015,False
20150624,2015-06-24,2,6,2,2015,False
20150625,2015-06-25,3,6,2,2015,False
20150626,2015-06-26,4,6,2,2015,False
20150627,2015-06-27,5,6,2,2015,True
20150628,2015-06-28,6,6,2,2015,True
20150629,2015-06-29,0,6,2,2015,False
20150630,2015-06-30,1,6,2,2015,False
20150701,2015-07-01,2,7,3,2015,False
20150702,2015-07-02,3,7,3,2015,False
20150703,2015-07-03,4,7,3,2015,False
20150704,2015-07-04,5,7,3,2015,True
20150705,2015-07-05,6,7,3,2015,True
20150706,2015-07-06,0,7,3,2015,False
20150707,2015-07-07,1,7,3,2015,False
20150708,2015-07-08,2,7,3,2015,False
20150709,2015-07-09,3,7,3,2015,False
20150710,2015-07-10,4,7,3,2015,False
20150711,2015-07-11,5,7,3,2015,True
20150712,2015-07-12,6,7,3,2015,True
20150713,2015-07-13,0,7,3,2015,False
20150714,2015-07-14,1,7,3,2015,False
20150715,2015-07-15,2,7,3,2015,False
20150716,2015-07-16,3,7,3,2015,False
20150717,2015-07-17,4,7,3,2015,False
20150718,2015-07-18,5,7,3,2015,True
20150719,2015-07-19,6,7,3,2015,True
20150720,2015-07-20,0,7,3,2015,False
20150721,2015-07-21,1,7,3,2015,False
20150722,2015-07-22,2,7,3,2015,False
20150723,2015-07-23,3,7,3,2015,False
20150724,2015-07-24,4,7,3,2015,False
20150725,2015-07-25,5,7,3,2015,True
20150726,2015-07-26,6,7,3,2015,True
20150727,2015-07-27,0,7,3,2015,False
20150728,2015-07-28,1,7,3,2015,False
20150729,2015-07-29,2,7,3,2015,False
20150730,2015-07-30,3,7,3,2015,False
20150731,2015-07-31,4,7,3,2015,False
20150801,2015-08-01,5,8,3,2015,True
20150802,2015-08-02,6,8,3,2015,True
20150803,2015-08-03,0,8,3,2015,False
20150804,2015-08-04,1,8,3,2015,False
20150805,2015-08-05,2,8,3,2015,False
20150806,2015-08-06,3,8,3,2015,False
20150807,2015-08-07,4,8,3,2015,False
20150808,2015-08-08,5,8,3,2015,True
20150809,2015-08-09,6,8,3,2015,True
20150810,2015-08-10,0,8,3,2015,False
20150811,2015-08-11,1,8,3,2015,False
20150812,2015-08-12,2,8,3,2015,False
20150813,2015-08-13,3,8,3,2015,False
20150814,2015-08-14,4,8,3,2015,False
20150815,2015-08-15,5,8,3,2015,True
20150816,2015-08-16,6,8,3,2015,True
20150817,2015-08-17,0,8,3,2015,False
20150818,2015-08-18,1,8,3,2015,False
20150819,2015-08-19,2,8,3,2015,False
20150820,2015-08-20,3,8,3,2015,False
20150821,2015-08-21,4,8,3,2015,False
20150822,2015-08-22,5,8,3,2015,True
20150823,2015-08-23,6,8,3,2015,True
20150824,2015-08-24,0,8,3,2015,False
20150825,2015-08-25,1,8,3,2015,False
20150826,2015-08-26,2,8,3,2015,False
20150827,2015-08-27,3,8,3,2015,False
20150828,2015-08-28,4,8,3,2015,False
20150829,2015-08-29,5,8,3,2015,True
20150830,2015-08-30,6,8,3,2015,True
20150831,2015-08-31,0,8,3,2015,False
20150901,2015-09-01,1,9,3,2015,False
20150902,2015-09-02,2,9,3,2015,False
20150903,2015-09-03,3,9,3,2015,False
20150904,2015-09-04,4,9,3,2015,False
20150905,2015-09-05,5,9,3,2015,True
20150906,2015-09-06,6,9,3,2015,True
20150907,2015-09-07,0,9,3,2015,False
20150908,2015-09-08,1,9,3,2015,False
20150909,2015-09-09,2,9,3,2015,False
20150910,2015-09-10,3,9,3,2015,False
20150911,2015-09-11,4,9,3,2015,False
20150912,2015-09-12,5,9,3,2015,True
20150913,2015-09-13,6,9,3,2015,True
20150914,2015-09-14,0,9,3,2015,False
20150915,2015-09-15,1,9,3,2015,False
20150916,2015-09-16,2,9,3,2015,False
20150917,2015-09-17,3,9,3,2015,False
20150918,2015-09-18,4,9,3,2015,False
20150919,2015-09-19,5,9,3,2015,True
20150920,2015-09-20,6,9,3,2015,True
20150921,2015-09-21,0,9,3,2015,False
20150922,2015-09-22,1,9,3,2015,False
20150923,2015-09-23,2,9,3,2015,False
20150924,2015-09-24,3,9,3,2015,False
20150925,2015-09-25,4,9,3,2015,False
